Reference,ep-headnote,ep-headnote-language,ep-catchword,ep-catchword-language,Case Code,Country,Appeal Number,Year
T220447EU1,,None,"[EN] 1. On the limits of claim interpretation in the light of the description (see point 13 of the reasons). 2. In application of decision G 3/14, an objection under Article 84 EPC that a claim is not supported by the description is open to examination in opposition or opposition appeal proceedings only when, and then only to the extent that, the lack of support has been introduced by an amendment to the patent. It must thus be accepted that the removal of an inconsistency between the description and a claim amended in opposition or opposition appeal proceedings is not possible when the inconsistency previously existed in the patent as granted (see point 83 of the reasons).",EN,T,EP,0447,2022
T220458FU1,,None,"[FR] Une chambre de recours n'est pas tenue de prendre en considération les faits présentés tardivement par une partie à la procédure concernant la recevabilité d'un recours ou d'une opposition à tout stade de la procédure, voir motifs 1.2 à 1.6.",FR,T,EP,0458,2022
T220629EU1,,None,"[EN] Where a single composition at the edge of the scope of the claim and whose ingredients are contained in amounts at the end-values of the claimed ranges, does not achieve a technical effect relevant for the assessment of inventive step, the inclusion of that non-working composition within the scope of the claim is of no harm if there is a large number of conceivable alternatives which achieve that effect, and the specification contains sufficient information on the relevant criteria for finding those alternatives with reasonable effort. See reasons, points 6.13 to 6.19.",EN,T,EP,0629,2022
T220682EU1,,None,[EN] Different interpretation of Article 109(1) EPC from that provided for in the Guidelines for Examination in the EPO - application of Article 20(2) RPBA 2020 (see point 2.4.3 of the Reasons).,EN,T,EP,0682,2022
T220746EU1,,None,"[EN] In a claimed optical lens system comprising a plurality of lenses, it must be examined whether the feature distinguishing the claimed lens system over the prior art has a technical effect. If no effect beyond an arbitrary modification of the prior art lens system can be attributed to the distinguishing feature over the whole scope of the claim, the claimed lens system does not involve an inventive step. See Reasons, point 1.5.",EN,T,EP,0746,2022
T220815EU1,,None,"[EN] The use of an infant formula for promoting, in an infant, a postnatal growth trajectory or body development towards a growth trajectory or body development similar to those observed in human milk fed infants, does not qualify as a method of treatment by therapy under Article 53(c) EPC (Reasons 1.7 to 1.39).",EN,T,EP,0815,2022
T220884DU1,,None,"[DE] Zu einem Antrag auf Zurückverweisung zur weiteren Prüfung von erstinstanzlich nicht behandelten Hilfsanträgen, Gründe 4.1 und 4.2",DE,T,EP,0884,2022
T220951EU1,,None,"[EN] As the proprietor had demonstrated that the ""carry-over requests"" were admissibly raised and maintained in the opposition proceedings within the meaning of Article 12(4), first sentence, RPBA, they were not amendments, and the Board had to consider them (Reasons, 24-31).",EN,T,EP,0951,2022
T220953EU1,,None,[EN] An amendment to a figure of the patent as granted may extend the protection conferred by the patent even if the claims and the description remain unamended (see point 3 of the Reasons).,EN,T,EP,0953,2022
T220989FU1,,None,"[FR] Le concept ""d'envisager sérieusement"" est difficilement conciliable avec le critère primordial d'une divulgation directe et sans équivoque dans le cas de multiples plages de valeurs.",FR,T,EP,0989,2022
T221057EU1,,None,[EN] The facts underlying T 609/02 should be taken into account when considering its findings for its applicability to the case at hand (Reasons 3.2.8 to 3.2.12).,EN,T,EP,1057,2022
T221084EU1,,None,[EN] Reasons 3.10,EN,T,EP,1084,2022
T221135DU1,,None,"[DE] Zum Argument der Patentinhaberin, wonach die bereits im Einspruchsverfahren eingereichten und im Beschwerdeverfahren unverändert weiterverfolgten Hilfsanträge (""carry-over requests"") automatisch Teil des Beschwerdeverfahrens seien, siehe Punkt 4 der Entscheidungsgründe.",DE,T,EP,1135,2022
T221230FU1,,None,"[FR] La question de la recevabilité des moyens est une question relative à l'objet du litige, qui constitue le fondement de la décision à prendre. Ainsi,malgré son aspect procédural, il s'agit d'une question de fond. La chambre est donc convaincue qu'il convient d'appliquer les mêmes règles aux demandes d'irrecevabilité de nouveaux moyens qu'aux demandes de ne pas admettre ces demandes d'irrecevabilité. Si ces dernières sont introduites tardivement dans la procédure, il s'agit également de modifications qui doivent satisfaire aux exigences des Articles 12 et 13 RPCR . (par dérogation à la décision T 1006/21)",FR,T,EP,1230,2022
T221249EU1,,None,"[EN] 1. Regarding the assessment of inventive step of a technical implementation of a non-technical method without starting from a particular IT infrastructure, see points 10 and 11. 2. Underlining words in the text of a claim to identify what is considered ""technical"" is normally not sufficient to clearly identify the technical and non-technical features of the claimed subject-matter (see point 12.2). 3. Regarding reliance on a book as evidence for common general knowledge, see point 14. The pertinent passage of the Guidelines for Examination in the EPO, G-VII, 3.1, needs nuance (see point 14.4).",EN,T,EP,1249,2022
T221311DU1,,None,"[DE] Funktionelle Merkmale und Ausführbarkeit, siehe Gründe 3.2 bis 3.4 und 3.5.1",DE,T,EP,1311,2022
T221553EU1,,None,"[EN] Human-animal chimeras and processes to produce them are excluded from patentability in accordance with Article 53(a) EPC if the invention offends against human dignity. This is the case for instance if it is not excluded that the human cells involved in the chimera integrate into the brain and/or develop into germ cells of the chimera, and result in a chimera with human or human-like capabilities (see point 22 of the Reasons).",EN,T,EP,1553,2022
T221558DU1,,None,"[DE] Zum Argument, ein neuer Hilfsantrag sei nur eine Korrektur und keine Änderung im Sinne Art 13(2) VOBK, Gründe 5.1 bis 5.5",DE,T,EP,1558,2022
T221588EU1,,None,[EN] Principle of the protection of legitimate expectations not observed by the examining division (see points 1.3 to 1.5 of the Reasons),EN,T,EP,1588,2022
T221690DU1,,None,"[DE] Die schriftliche Einreichung einer Rüge nach Regel 106 EPÜ entspricht einer Praxis, die es ermöglicht, den Umfang dieser Rüge klar zu bestimmen. Es schriftlich oder nur mündlich zu tun, ändert nichts an der Substanz der erhobenen Rüge. Die schriftliche Vorlage des Gegenstands einer Rüge ermöglicht es jedoch, für die Kammer und die Beteiligten nachvollziehbar festzuhalten, worüber die Kammer zu entscheiden hatte, und sicherzustellen, dass in einem möglichen Überprüfungsverfahren vor der Großen Beschwerdekammer keine Unsicherheiten über die von der rügenden Beteiligten beabsichtigte Formulierung der Rüge bestehen (Gründe 4.9 bis 4.14).",DE,T,EP,1690,2022
T221741EU1,,None,[EN] The mere generation of further data from measurement data already collected from the human body is not a technical effect (T 2681/16 and the Guidelines for Examination not followed). See Reasons 2.3 of the decision.,EN,T,EP,1741,2022
T221820EU1,,None,[EN] Reasons 3.3 to 3.7 on non-admission of requests filed on appeal,EN,T,EP,1820,2022
T221865EU1,,None,"[EN] The mere fact that claimed subject-matter excludes a technical feature disclosed in the closest prior art as being essential or advantageous for a technical effect cannot in itself establish the existence of an inventive step. Rather, where the exclusion of the technical feature in question is the only feature distinguishing the claimed subject-matter from the closest prior art, it must be shown that the claimed subject-matter achieves said technical effect to an extent comparable to that of the closest prior art, even without this feature. Without such proof, the claimed subject-matter merely results in an obvious deterioration of the technical effect described in the closest prior art (see point 5.3 of the Reasons).",EN,T,EP,1865,2022
T221977EU1,,None,"[EN] Where a claimed invention includes an open-ended range physical parameter that could not be reproduced using common general knowledge, the range may be considered to meet the requirement of reproducibility over the whole scope when it can be (at least implicitly) derived from the teachings in the specification that by operating within the scope of certain essential structural and/or process features, the skilled person would be able to adjust the parameter to achieve different values within the open-ended range without undue effort, and the claimed subject-matter defines these essential features.",EN,T,EP,1977,2022
T221994EU1,,None,[EN] Inventive step: unexpected balance of beneficial properties - no (points 1.7 and 1.8 of the Reasons). In contrast: see parallel case T 672/21 (points 1.4.5 and 1.5 of the Reasons) Purported technical effect not encompassed by the teaching of the application as filed in the sense of G 2/21 (point 1.3 of the Reasons),EN,T,EP,1994,2022
T222274DU1,,None,[DE] Gründe 4.2 bis 4.4,DE,T,EP,2274,2022
T222412EU1,,None,[EN] number of differences and inventive step - see points 21 to 23,EN,T,EP,2412,2022
T222463EU1,,None,"[EN] On standard of proof, see Reasons 4.5, in particular Reasons 4.5.7 - 4.5.17",EN,T,EP,2463,2022
T222482EU1,,None,[EN] Reasons 3,EN,T,EP,2482,2022
T222597DU1,,None,"[DE] Rückzahlung der Beschwerdegebühren nach Beitritt des vermeintlichen Patentverletzers unter Geltendmachung eines neuen Einspruchsgrunds, da wegen unmittelbarer Zurückverweisung kein ""reguläres"" Beschwerdeverfahren stattfindet.",DE,T,EP,2597,2022
T230178EU1,,None,"[EN] A party is not unable to observe a time limit vis- -vis the EPO within the meaning of Article 122(1) EPC if the obstacle relied on by the party does not relate to an error in the carrying out of the party's actual intention to meet a specific time limit, but only to a previous error as to motive in relation to the intention to use a legal remedy entailing a time limit (see section 5.3.5).",EN,T,EP,0178,2023
T230231EU1,,None,"[EN] 1.) The removal of the cause of non-compliance with a time limit under Rule 136(1) EPC occurs, as a rule, on the date on which the person responsible for the application vis-à-vis the EPO becomes aware of the fact that the time limit has not been observed, for example by receipt of a loss of rights communication under Rule 112(1) EPC. If a professional representative is appointed, the representative is the person responsible for the application vis-a-vis the EPO (Reasons 3 and 4). 2.) Regarding time limits for the payment of fees, an appointed professional representative remains the person responsible for the application vis-a-vis the EPO, and thus the person whose knowledge matters in assessing when the cause of non-compliance was removed, irrespective of whether a third party other than the representative is responsible for the payment of fees. Hence, also when a time limit for the payment of fees was missed, removal of the cause of non-compliance in principle occurs on the date on which an appointed professional representative receives the corresponding loss of rights communication (Reasons 5). The removal of the cause of non-compliance does not require any additional knowledge on the part of the professional representative about possible reasons for missing the time limit, such as whether the non-payment of renewal fees had been intentional or not (Reasons 7).",EN,T,EP,0231,2023
T230553DU1,,None,"[DE] In einem Anspruch wird allgemein versucht, eine Vorrichtung unter Idealbedingungen zu definieren. Kann sich der Fachmann unter Berücksichtigung der Offenbarung und des allgemeinen Fachwissens erschließen, was funktioniert und was nicht, ist eine beanspruchte Erfindung hinreichend offenbart, auch wenn eine breite Auslegung einen Gegenstand einschließen könnte, der nicht funktioniert. Im vorliegenden Fall ist der Fachmann in der Lage, Situationen direkt zu erkennen und auszuschließen, die offenkundig die angestrebte Wirkung nicht erzielen (etwa aufgrund einer verdeckten Sicht) und darauf durch eine angepasste Positionsbestimmungsvorrichtung zu reagieren. Die Kammer hat keine Zweifel daran, dass der Fachmann im Rahmen seines allgemeinen Fachwissens das funktionale Merkmal einer optischen Positionsbestimmungs­vorrichtung den Größenverhältnissen der zu transportierenden Objekte anpassen würde (vgl. Entscheidungsgründe 3.6 und 3.7). Zur Bewertung der erfinderischen Tätigkeit sollte als nächstliegender Stand der Technik in der Regel ein Dokument des Stands der Technik herangezogen werden, das einen Gegenstand offenbart, der zum gleichen Zweck oder mit demselben Ziel entwickelt wurde. Dabei sollte der Formulierung der ursprünglichen Aufgabe und der beabsichtigten Verwendung sowie der zu erzielenden Wirkungen generell mehr Gewicht beigemessen werden als einer Höchstzahl identischer technischer Merkmale (vgl. Entscheidungsgründe 4.2 bis 4.5).",DE,T,EP,0553,2023
T231286EX1,,None,"[EN] Under Article 112(1)(a) EPC and Article 21 RPBA the following points of law are referred to the Enlarged Board of Appeal for decision: After withdrawal of all appeals, may the proceedings be continued with a third party who intervened during the appeal proceedings? In particular, may the third party acquire an appellant status corresponding to the status of a person entitled to appeal within the meaning of Article 107, first sentence, EPC?",EN,T,EP,1286,2023
T231841EU1,,None,"[EN] 1. While an admissible intervention is to be treated as an opposition (Article 105(2) EPC), its filing shortly prior to the oral proceedings before a board does not generally excuse the proprietor (or the other parties), and in particular it does not hand them a voucher for more time. Its concrete implications for opposition appeal proceedings are rather to be determined on a case-by-case basis, under the provisions of the EPC and the RPBA (see Reasons 4.5). 2. Nor are opposition appeal proceedings designed to serve as a placeholder for tactical considerations in parallel proceedings for infringement. They are rather an existential challenge to the title, on the basis of which enforcement is pursued in the infringement proceedings, and parameters such as legal certainty and procedural economy are also involved. Any difficulties for the proprietor in drafting auxiliary requests that also provide the best scope of protection, considering the ongoing infringement proceedings, are not a reason to delay the opposition appeal proceedings (see Reasons 4.6).",EN,T,EP,1841,2023
T231882EU1,,None,"[EN] If the appointed professional representative receives a communication of loss of rights due to the non-payment of fees, the cause of non-compliance with the period is removed pursuant to Rule 136(1), first sentence, EPC on the date of that actual receipt. This is also true where, as in the present case, that representative had been instructed by their client that all renewal matters would be handled by others: such an instruction alone is not a reason for the cause of non-compliance to persist despite the appointed professional representative's actual awareness of the non-compliance. See point 5 of the Reasons.",EN,T,EP,1882,2023
T800001DP1,"[DE] 1. Der Beurteilung der erfinderischen Tätigkeit einer chemischen Erfindung (hier Mikrokapseln für ein Reaktionsdurchschreibepapier) muß die Ermittlung der technischen Aufgabe nach objektiven Kriterien vorangehen. Ergibt der angezogene Stand der Technik, daß diese Aufgabe in der Bereitstellung eines weiteren neuen, unter ein bekanntes Kollektiv (Polyharnstoffe) fallenden Mittels zu sehen ist, so kann im allgemeinen auch noch später geltend gemacht werden, daß die Aufgabe in der Bereitstellung eines überraschend besseren Mittels besteht. 2. Eine solche Abwandlung der Aufgabe ist je nach Lage des Falls auch noch im Beschwerdeverfahren möglich; die sie stützenden Beweismittel werden nach Prüfung des Falls als rechtzeitig im Sinne von Art. 114(2) EPÜ anzusehen sein, wenn sie mit der Beschwerdebegründung vorgelegt werden.",DE,,None,T,EP,0001,1980
T800001DX1,"[DE] 1. Der Beurteilung der erfinderischen Tätigkeit einer chemischen Erfindung (hier Mikrokapseln für ein Reaktionsdurchschreibepapier) muß die Ermittlung der technischen Aufgabe nach objektiven Kriterien vorangehen. Ergibt der angezogene Stand der Technik, daß diese Aufgabe in der Bereitstellung eines weiteren neuen, unter ein bekanntes Kollektiv (Polyharnstoffe) fallenden Mittels zu sehen ist, so kann im allgemeinen auch noch später geltend gemacht werden, daß die Aufgabe in der Bereitstellung eines überraschend besseren Mittels besteht. 2. Eine solche Abwandlung der Aufgabe ist je nach Lage des Falls auch noch im Beschwerdeverfahren möglich; die sie stützenden Beweismittel werden nach Prüfung des Falls als rechtzeitig im Sinne von Art. 114(2) EPÜ anzusehen sein, wenn sie mit der Beschwerdebegründung vorgelegt werden.",DE,,None,T,EP,0001,1980
T800001EP1,"[EN] I. Assessment of the inventive step of a chemical invention (in this case microcapsules for carbonless copying paper) has to be preceded by determination of the technical problem based on objective criteria. If the prior art cited shows that this problem has to be regarded as the selection of another novel agent from a known class (polyureas), then it can generally also be subsequently argued that the problem consists in selecting a surprisingly improved agent. II. In an appropriate case, such a restatement of the problem may be possible during the course of an appeal; the supporting evidence is, after examination of the particular case, to be regarded as submitted in due time within the meaning of Art. 114(2) EPC, if it is submitted together with the Statement of Grounds for the appeal.",EN,,None,T,EP,0001,1980
T800001FP1,"[FR] 1. Pour l'appréciation de l'activité inventive d'une invention chimique (en l'occurrence des microcapsules pour un papier copiant sans carbone), il y a lieu de procéder à la recherche du problème technique selon des critères objectifs. Si l'état de la technique cité indique que ce problème doit être vu dans l'élaboration d'un moyen autre, nouveau, rentrant dans une classe connue (les polyurées), on peut en général faire valoir également encore plus tard que le problème réside dans la préparation d'un moyen étonnamment meilleur. 2. Une telle modification du problème est, suivant les cas, encore possible dans la procédure de recours; les moyens de preuve qui l'étayent doivent être considérés, après examen du cas d'espèce, comme présentés en temps voulu au sens de l'article 114 (2) de la CBE lorsqu'ils sont produits avec le mémoire exposant les motifs du recours.",FR,,None,T,EP,0001,1980
T800002DP1,"[DE] Deutlichkeit der Patentansprueche im Sinne von Artikel 84 Satz 2 EPÜ bedeutet Klarheit (wie im englischen und französischen Text). Ein Patentanspruch fuer eine Mischung entspricht diesem Erfordernis nicht, wenn die Anteilsangaben fuer die Bestandteile nicht bei jeder beanspruchten Zusammensetzung zu der notwendigen Gesamtsumme (bei Prozentangaben zu 100%) fuehren.",DE,,None,T,EP,0002,1980
T800002DX1,"[DE] Deutlichkeit der Patentansprueche im Sinne von Artikel 84 Satz 2 EPÜ bedeutet Klarheit (wie im englischen und französischen Text). Ein Patentanspruch fuer eine Mischung entspricht diesem Erfordernis nicht, wenn die Anteilsangaben fuer die Bestandteile nicht bei jeder beanspruchten Zusammensetzung zu der notwendigen Gesamtsumme (bei Prozentangaben zu 100%) fuehren.",DE,,None,T,EP,0002,1980
T800002EP1,[EN] The second sentence of Article 84 EPC stipulates that the claims must be clear. A claim for a mixture does not satisfy this requirement if the proportions given for its constituents do not add up to the requisite total (100% in the case of percentages) for each composition claimed.,EN,,None,T,EP,0002,1980
T800002FP1,"[FR] Le terme allemand ""Deutlichkeit"", qualifiant les revendications au sens de l'article 84, deuxième phrase de la CBE, signifie que les revendications doivent être ""claires"" (ainsi qu'il ressort des textes français et anglais de cet article). Une revendication concernant un mélange ne satisfait pas à cette exigence si la prise en compte des proportions des constituants du mélange n'aboutit pas, dans tous les cas de composition revendiqués, à la somme totale nécessaire (à 100% pour des proportions données en pour cent).",FR,,None,T,EP,0002,1980
T800004DP1,"[DE] 1. Ein durch technische Merkmale klar definierbarer, ursprünglich offenbarter Gegenstand kann auf Antrag des Anmelders von einem umfassenderen Patentanspruch durch eine Ausnahmeregelung (Disclaimer) ausgeschlossen werden, sofern der im Patentanspruch verbleibende Gegenstand nicht klarer und knapper direkt (positiv) technisch definiert werden kann. 2. Der Umstand, dass der Disclaimer Gegenstand einer älteren, nicht vorveröffentlichten nationalen Anmeldung oder eines entsprechenden Schutzrechts ist, steht einer solchen Formulierung nicht im Wege.",DE,,None,T,EP,0004,1980
T800004DX1,"[DE] 1. Ein durch technische Merkmale klar definierbarer, ursprünglich offenbarter Gegenstand kann auf Antrag des Anmelders von einem umfassenderen Patentanspruch durch eine Ausnahmeregelung (Disclaimer) ausgeschlossen werden, sofern der im Patentanspruch verbleibende Gegenstand nicht klarer und knapper direkt (positiv) technisch definiert werden kann. 2. Der Umstand, dass der Disclaimer Gegenstand einer älteren, nicht vorveröffentlichten nationalen Anmeldung oder eines entsprechenden Schutzrechts ist, steht einer solchen Formulierung nicht im Wege.",DE,,None,T,EP,0004,1980
T800004EP1,"[EN] I. Originally disclosed subject-matter, clearly definable by technical features, may, at the applicant's request, be excluded from a wider claim by a disclaimer, if the subject-matter remaining in the claim cannot technically be defined directly (positively) more clearly and concisely. II. The fact that the disclaimer concerns the subject-matter of an earlier, not previously published national application or corresponding patent is no bar to such a formulation.",EN,,None,T,EP,0004,1980
T800004FP1,"[FR] 1. Un objet clairement définissable par ses caractéristiques techniques et décrit dans un exposé initial peut, sur requête du demandeur, être exclu d'une revendication plus étendue par un disclaimer, dans la mesure où l'objet restant dans la revendication ne peut être défini de façon plus claire et plus concise par des caractéristiques techniques positives. 2. Le fait que le disclaimer fasse l'objet d'une demande nationale antérieure non publiée ou d'un titre de protection équivalent ne s'oppose pas à une telle formulation.",FR,,None,T,EP,0004,1980
T800006DP1,"[DE] Bestandteil des Standes der Technik einer in einem Dokument offenbarten Vorrichtung ist auch eine über die darin angeführte Wirkungsweise hinausgehende Wirkungsweise eines Elementes, die sich für den Fachmann zweifelsfrei beim Lesen des Dokumentes ergibt.",DE,,None,T,EP,0006,1980
T800006DX1,"[DE] Bestandteil des Standes der Technik einer in einem Dokument offenbarten Vorrichtung ist auch eine über die darin angeführte Wirkungsweise hinausgehende Wirkungsweise eines Elementes, die sich für den Fachmann zweifelsfrei beim Lesen des Dokumentes ergibt.",DE,,None,T,EP,0006,1980
T800006EP1,"[EN] Where a further functional attribute of an element of a device disclosed in a document is immediately apparent to a person skilled in the art reading the document, such attribute forms part of the state of the art with regard to that device.",EN,,None,T,EP,0006,1980
T800006FP1,"[FR] L'état de la technique, relatif à un dispositif divulgué dans un document, comprend également le mode d'action d'un élément, allant au delà du mode d'action décrit dans ledit document, lorsqu'il est révélé sans aucun doute à l'homme du métier à la lecture du document.",FR,,None,T,EP,0006,1980
T800007DP1,[DE] Unzulässige Änderung einer Patentanmeldung,DE,,None,T,EP,0007,1980
T800007DX1,[DE] Unzulässige Änderung einer Patentanmeldung,DE,,None,T,EP,0007,1980
T800007EP1,[EN] Inadmissible amendment of a patent application,EN,,None,T,EP,0007,1980
T800007FP1,[FR] Modification non admissible d'une demande de brevet,FR,,None,T,EP,0007,1980
T810001DP1,"[DE] 1. Bei der Beurteilung des Standes der Technik, zu dem u.a. eine Broschüre und Patentveröffentlichungen gehören, war die Tatsache, daß die Broschüre als repräsentativ für die derzeitige Praxis angegeben wurde, nicht entscheidungserheblich. Beurteilung der anmeldungsgemäßen Lehre zur Herstellung einer homogenen Schweissverbindung auf dem Gebiet der Verbindung thermoplastischer Teile zu einem Endprodukt als naheliegend. Bedeutung der Umkehr von Verfahrensschritten bei Herstellung von Bestandteilen für die Beurteilung der erfinderischen Tätigkeit. 2. Liegen unabhängige Ansprüche für ein Erzeugnis und ein Verfahren vor, so wirkt sich die Patentierbarkeit des einen nicht zwangsläufig auf die Patentierbarkeit des anderen aus.",DE,,None,T,EP,0001,1981
T810001EP1,"[EN] I. In assessing the state of the art, including a brochure and patent publications, the fact that the former was claimed to represent current actual practice was not decisive. In the art of jointing thermoplastics parts to form an end product, the teaching of accomplishing a homogeneously fused joint considered obvious from the prior art. Consideration of reversal of procedure with regard to steps in producing component parts in assessing inventive step. II. In the case of independent claims for a product and a process, the patentability of one has no necessary influence on the patentability of the other.",EN,,None,T,EP,0001,1981
T810001EX1,"[EN] I. In assessing the state of the art, including a brochure and patent publications, the fact that the former was claimed to represent current actual practice was not decisive. In the art of jointing thermoplastics parts to form an end product, the teaching of accomplishing a homogeneously fused joint considered obvious from the prior art. Consideration of reversal of procedure with regard to steps in producing component parts in assessing inventive step. II. In the case of independent claims for a product and a process, the patentability of one has no necessary influence on the patentability of the other.",EN,,None,T,EP,0001,1981
T810001FP1,"[FR] 1. Pour l'appréciation de l'état de la technique, comprenant une brochure et des publications de brevets, le fait allégué que la brochure représentait la pratique courante effective n'a pas été déterminant. Dans l'art d'assembler des pièces en thermoplastique pour former un produit final, l'enseignement consistant à exécuter un joint par fusion homogène a été considéré comme découlant d'une façon évidente de l'art antérieur. Signification de l'inversion du procédé eu égard aux phases de la production des éléments constitutifs pour l'appréciation de l'activité inventive. 2. Dans le cas de revendications indépendantes pour un produit et un procédé, la brevetabilité de l'une n'a pas nécessairement une influence sur la brevetabilité de l'autre.",FR,,None,T,EP,0001,1981
T810002DP1,"[DE] 1. Es ist zwar unzulässig, nicht zueinander in Beziehung stehende oder einander widersprechende Dokumente mosaikartig zu kombinieren, um die erfinderische Tätigkeit zu verneinen; es ist jedoch erlaubt, verschiedene Veröffentlichungen und Kenntnisse zusammen zu betrachten, um ein Vorurteil oder eine von der Erfindung wegweisende allgemeine Tendenz in der Technik zu belegen. 2. Die Offenbarung eines quantitativen Wertbereiches (z.B. von Konzentrationen oder Temperaturen) zusammen mit einem eingeschlossenen bevorzugten engeren Bereich offenbart unmittelbar auch die möglichen zwei Teilbereiche, die vor und nach dem engeren Bereich innerhalb des Ganzen liegen. Folglich ist eine einfache Kombination des bevorzugten engeren Bereichs und eines jener Teilbereiche auch eindeutig herleitbar und wird gestützt durch die Offenbarung.",DE,,None,T,EP,0002,1981
T810002DX1,"[DE] 1. Es ist zwar unzulässig, nicht zueinander in Beziehung stehende oder einander widersprechende Dokumente mosaikartig zu kombinieren, um die erfinderische Tätigkeit zu verneinen; es ist jedoch erlaubt, verschiedene Veröffentlichungen und Kenntnisse zusammen zu betrachten, um ein Vorurteil oder eine von der Erfindung wegweisende allgemeine Tendenz in der Technik zu belegen. 2. Die Offenbarung eines quantitativen Wertbereiches (z.B. von Konzentrationen oder Temperaturen) zusammen mit einem eingeschlossenen bevorzugten engeren Bereich offenbart unmittelbar auch die möglichen zwei Teilbereiche, die vor und nach dem engeren Bereich innerhalb des Ganzen liegen. Folglich ist eine einfache Kombination des bevorzugten engeren Bereichs und eines jener Teilbereiche auch eindeutig herleitbar und wird gestützt durch die Offenbarung.",DE,,None,T,EP,0002,1981
T810002EP1,"[EN] 1. While it is inadmissible to combine unrelated or conflicting documents mosaically in order to deny inventive step, it is indeed permissible to consider various publications and information jointly to prove a prejudice or a general trend in the art pointing away from the invention. 2. The disclosure of a quantitative range of values (e.g. for concentrations or temperatures) together with an included preferred narrower range also directly discloses the two possible part-ranges lying within the overall range on either side of the narrower range. Hence a simple combination of the preferred narrower range and one of these part-ranges is also unequivocally derivable and is supported by the disclosure.",EN,,None,T,EP,0002,1981
T810002FP1,"[FR] 1. S'il n'est pas admissible de combiner à la façon d'une mosaique, aux fins de dénier l'activité inventive, des documents qui n'ont pas de rapport entre eux ou qui se contredisent, il est permis de considérer conjointement différentes publications et résultats pour justifier d'un préjugé ou d'une tendance générale de la technique dont l'invention se démarque. 2. L'énoncé d'un domaine de valeurs quantitatives (par exemple de concentrations ou de températures) en même temps que celui d'un domaine préféré plus étroit inclus dans le précédent révèle immédiatement deux domaines partiels possibles qui se situent, en deçà et au delà du domaine plus étroit, à l'intérieur de l'ensemble. Il s'ensuit qu'une simple combinaison du domaine plus étroit préféré avec l'un de ces domaines partiels peut être déduit sans ambiguîté de l'exposé de l'invention et qu'elle est étayée par ce dernier.",FR,,None,T,EP,0002,1981
T810005DP1,"[DE] Nach Artikel 97(1) EPÜ ist eine europäische Patentanmeldung, die einem Erfordernis des Übereinkommens nicht genügt, in ihrer Gesamtheit zurückzuweisen, ohne daß die Frage erörtert werden muß, ob die Anmeldung insgesamt möglicherweise Sachverhalte aufweist, die sich als erfinderisch erweisen können. Ein angeblicher Mangel, der einen Teil der Entscheidung betrifft, bei dem es sich nicht um die die Entscheidung tragenden Gründe handelt (ratio decidendi), kann nicht als wesentlicher Verfahrensmangel im Sinne der Regel 67 gelten. Eine Beschwerde kann nur eine beschwerdefähige Entscheidung im Sinne des Artikels 106(1), nicht jedoch vorbereitende Handlungen nach Artikel 96(2) und Regel 51(3) zum Gegenstand haben. Beim Vergleich der Aufgabenstellung in der Anmeldung und in einer Entgegenhaltung sind zu weitgehende Abstraktionen zu vermeiden, die vom konkreten Denken des Fachmanns wegführen. Die Lehre eines Dokuments kann für den Fachmann enger sein als für einen potentiellen Erfinder, der die Aufgabe, die seiner künftigen Erfindung zugrunde liegt, als erster erkannt hat. Bei der Beurteilung der erfinderischen Taetigkeit ist ausschließlich vom konkreten Gesichtspunkt des Fachmanns auszugehen.",DE,,None,T,EP,0005,1981
T810005EP1,"[EN] Under Article 97 (1) EPC, a European patent application which fails to meet one of the requirements of the Convention has to be refused in its entirety, without it being necessary to consider whether the application as a whole might contain material indicative of an inventive step. An alleged violation affecting a part of the decision other than its ratio decidendi cannot be a substantial violation within the meaning of Rule 67. An appeal may relate only to a decision subject to appeal within the meaning of Article 106 (1) and not to the preparatory measures referred to in Article 96 (2) and Rule 51 (3). A comparison of the problem indicated in the application with that indicated in a prior document must avoid an excessively abstract approach far removed from the practical thinking of the person skilled in the art. The teaching of a document may have narrower implications for a person skilled in the art and broader implications for a potential inventor who first perceives the problem which his future invention is intended to solve. The assessment of inventive step must look at the situation solely from the practical viewpoint of the person skilled in the art.",EN,,None,T,EP,0005,1981
T810005FP1,"[FR] Aux termes de l'article 97(1) de la CBE, une demande de brevet européen qui ne satisfait pas à une des exigences de la Convention doit être rejetée dans son entier, sans qu'il y ait lieu de s'arrêter au point de savoir si la demande dans son ensemble comporterait éventuellement des éléments susceptibles de révéler une activité inventive. Un vice prétendu affectant une partie de la décision, qui ne constitue pas son soutien nécessaire (ratio decidendi), ne saurait être un vice substantiel au sens de la règle 67. Un recours ne peut porter que sur une décision susceptible de recours au sens de l'article 106 (1) et non pas sur des actes préparatoires visés par l'article 96 (2) et la règle 51 (3). En comparant les problèmes de la demande et d'une antériorité, il faut s'abstenir de toute abstraction trop poussée qui éloignerait de la pensée concrète de l'homme du métier. L'enseignement d'un document peut être plus étroit pour l'homme du métier et plus large pour un inventeur potentiel, qui a perçu le premier le problème que doit résoudre sa future invention. En qualifiant l'activité inventive, il faut se placer uniquement du point de vue concret de l'homme du métier.",FR,,None,T,EP,0005,1981
